C0 (10266 genes)	C1 (10322 genes)
TRINITY_DN120915_c0_g1	TRINITY_DN122432_c0_g1
TRINITY_DN120928_c0_g1	TRINITY_DN122436_c0_g1
TRINITY_DN120932_c0_g1	TRINITY_DN122438_c0_g1
TRINITY_DN120936_c0_g1	TRINITY_DN122453_c0_g1
TRINITY_DN120941_c0_g1	TRINITY_DN122469_c0_g1
TRINITY_DN120975_c0_g1	TRINITY_DN122504_c0_g1
TRINITY_DN120996_c0_g1	TRINITY_DN122509_c0_g1
TRINITY_DN121015_c0_g1	TRINITY_DN122527_c0_g1
TRINITY_DN121027_c0_g1	TRINITY_DN122547_c0_g1
TRINITY_DN121054_c0_g1	TRINITY_DN122553_c0_g1
TRINITY_DN121058_c0_g1	TRINITY_DN122586_c0_g1
TRINITY_DN121060_c0_g1	TRINITY_DN122605_c0_g1
TRINITY_DN121081_c0_g1	TRINITY_DN122613_c0_g1
TRINITY_DN121082_c0_g1	TRINITY_DN122622_c0_g1
TRINITY_DN121083_c0_g1	TRINITY_DN122628_c0_g1
TRINITY_DN121103_c0_g1	TRINITY_DN122639_c0_g1
TRINITY_DN121105_c0_g1	TRINITY_DN122658_c0_g1
TRINITY_DN121127_c0_g1	TRINITY_DN122660_c0_g1
TRINITY_DN121133_c0_g1	TRINITY_DN122670_c0_g1
TRINITY_DN121161_c0_g1	TRINITY_DN122673_c0_g1
TRINITY_DN121180_c0_g1	TRINITY_DN12269_c1_g1
TRINITY_DN121221_c0_g1	TRINITY_DN122707_c0_g1
TRINITY_DN121229_c0_g1	TRINITY_DN122713_c0_g1
TRINITY_DN121233_c0_g1	TRINITY_DN122720_c0_g1
TRINITY_DN121247_c0_g1	TRINITY_DN122734_c0_g1
TRINITY_DN121306_c0_g1	TRINITY_DN122744_c0_g1
TRINITY_DN121329_c0_g1	TRINITY_DN122765_c0_g1
TRINITY_DN121352_c0_g1	TRINITY_DN122777_c0_g1
TRINITY_DN121353_c0_g1	TRINITY_DN122789_c0_g1
TRINITY_DN121358_c0_g1	TRINITY_DN122806_c0_g1
TRINITY_DN121369_c0_g1	TRINITY_DN122809_c0_g1
TRINITY_DN12137_c1_g1	TRINITY_DN122834_c0_g1
TRINITY_DN121466_c0_g1	TRINITY_DN12284_c0_g2
TRINITY_DN121481_c0_g1	TRINITY_DN122869_c0_g1
TRINITY_DN121488_c0_g1	TRINITY_DN122885_c0_g1
TRINITY_DN121489_c0_g1	TRINITY_DN122892_c0_g1
TRINITY_DN121506_c0_g1	TRINITY_DN122912_c0_g1
TRINITY_DN121562_c0_g1	TRINITY_DN122933_c0_g1
TRINITY_DN12159_c1_g4	TRINITY_DN122934_c0_g1
TRINITY_DN121624_c0_g1	TRINITY_DN122943_c0_g1
TRINITY_DN121650_c0_g1	TRINITY_DN122970_c0_g1
TRINITY_DN121677_c0_g1	TRINITY_DN122981_c0_g1
TRINITY_DN121686_c0_g1	TRINITY_DN123014_c0_g1
TRINITY_DN121704_c0_g1	TRINITY_DN123035_c0_g1
TRINITY_DN121719_c0_g1	TRINITY_DN123049_c0_g1
TRINITY_DN121739_c0_g1	TRINITY_DN123050_c0_g1
TRINITY_DN121779_c0_g1	TRINITY_DN123054_c0_g1
TRINITY_DN121804_c0_g1	TRINITY_DN123093_c0_g1
TRINITY_DN121817_c0_g1	TRINITY_DN123102_c0_g1
TRINITY_DN121829_c0_g1	TRINITY_DN12310_c0_g4
TRINITY_DN121831_c0_g1	TRINITY_DN123127_c0_g1
TRINITY_DN121859_c0_g1	TRINITY_DN123146_c0_g1
TRINITY_DN121862_c0_g1	TRINITY_DN12315_c0_g1
TRINITY_DN121867_c0_g1	TRINITY_DN123163_c0_g1
TRINITY_DN121881_c0_g1	TRINITY_DN123165_c0_g1
TRINITY_DN121883_c0_g1	TRINITY_DN123175_c0_g1
TRINITY_DN121973_c0_g1	TRINITY_DN123213_c0_g1
TRINITY_DN121982_c0_g1	TRINITY_DN12323_c0_g3
TRINITY_DN122000_c0_g1	TRINITY_DN123353_c0_g1
TRINITY_DN122028_c0_g1	TRINITY_DN123427_c0_g1
TRINITY_DN122037_c0_g1	TRINITY_DN123514_c0_g1
TRINITY_DN122075_c0_g1	TRINITY_DN12357_c0_g3
TRINITY_DN122103_c0_g1	TRINITY_DN123651_c0_g1
TRINITY_DN122104_c0_g1	TRINITY_DN12369_c0_g5
TRINITY_DN122109_c0_g1	TRINITY_DN123743_c0_g1
TRINITY_DN122113_c0_g1	TRINITY_DN123749_c0_g1
TRINITY_DN122126_c0_g1	TRINITY_DN123771_c0_g1
TRINITY_DN122128_c0_g1	TRINITY_DN123773_c0_g1
TRINITY_DN122137_c0_g1	TRINITY_DN123786_c0_g1
TRINITY_DN122167_c0_g1	TRINITY_DN123815_c0_g1
TRINITY_DN122173_c0_g1	TRINITY_DN123847_c0_g1
TRINITY_DN122174_c0_g1	TRINITY_DN123860_c0_g1
TRINITY_DN122193_c0_g1	TRINITY_DN123960_c0_g1
TRINITY_DN122194_c0_g1	TRINITY_DN124106_c0_g1
TRINITY_DN122195_c0_g1	TRINITY_DN124109_c0_g1
TRINITY_DN122207_c0_g1	TRINITY_DN124127_c0_g1
TRINITY_DN122209_c0_g1	TRINITY_DN124143_c0_g1
TRINITY_DN122300_c0_g1	TRINITY_DN124170_c0_g1
TRINITY_DN122308_c0_g1	TRINITY_DN124194_c0_g1
TRINITY_DN122331_c0_g1	TRINITY_DN124199_c0_g1
TRINITY_DN122350_c0_g1	TRINITY_DN12419_c0_g2
TRINITY_DN122362_c0_g1	TRINITY_DN124205_c0_g1
TRINITY_DN122370_c0_g1	TRINITY_DN124226_c0_g1
TRINITY_DN122388_c0_g1	TRINITY_DN124233_c0_g1
TRINITY_DN122391_c0_g1	TRINITY_DN12423_c1_g1
TRINITY_DN122413_c0_g1	TRINITY_DN124289_c0_g1
TRINITY_DN122431_c0_g1	TRINITY_DN124398_c0_g1
TRINITY_DN122440_c0_g1	TRINITY_DN124412_c0_g1
TRINITY_DN122442_c0_g1	TRINITY_DN124431_c0_g1
TRINITY_DN122445_c0_g1	TRINITY_DN124460_c0_g1
TRINITY_DN122488_c0_g1	TRINITY_DN124466_c0_g1
TRINITY_DN122517_c0_g1	TRINITY_DN124476_c0_g1
TRINITY_DN122532_c0_g1	TRINITY_DN124593_c0_g1
TRINITY_DN122546_c0_g1	TRINITY_DN124642_c0_g1
TRINITY_DN122560_c0_g1	TRINITY_DN124695_c0_g1
TRINITY_DN122569_c0_g1	TRINITY_DN124723_c0_g1
TRINITY_DN122579_c0_g1	TRINITY_DN124725_c0_g1
TRINITY_DN122585_c0_g1	TRINITY_DN124818_c0_g1
TRINITY_DN122587_c0_g1	TRINITY_DN124878_c0_g1
TRINITY_DN122589_c0_g1	TRINITY_DN124902_c0_g1
TRINITY_DN122619_c0_g1	TRINITY_DN124969_c0_g1
TRINITY_DN122654_c0_g1	TRINITY_DN124974_c0_g1
TRINITY_DN122694_c0_g1	TRINITY_DN124993_c0_g1
TRINITY_DN122746_c0_g1	TRINITY_DN125005_c0_g1
TRINITY_DN122770_c0_g1	TRINITY_DN125017_c0_g1
TRINITY_DN122783_c0_g1	TRINITY_DN12503_c2_g1
TRINITY_DN12278_c0_g1	TRINITY_DN125050_c0_g1
TRINITY_DN122792_c0_g1	TRINITY_DN125073_c0_g1
TRINITY_DN122829_c0_g1	TRINITY_DN12518_c3_g1
TRINITY_DN122848_c0_g1	TRINITY_DN125245_c0_g1
TRINITY_DN122855_c0_g1	TRINITY_DN125250_c0_g1
TRINITY_DN12285_c2_g1	TRINITY_DN125257_c0_g1
TRINITY_DN122867_c0_g1	TRINITY_DN125285_c0_g1
TRINITY_DN122871_c0_g1	TRINITY_DN125294_c0_g1
TRINITY_DN122897_c0_g1	TRINITY_DN125328_c0_g1
TRINITY_DN122929_c0_g1	TRINITY_DN125334_c0_g1
TRINITY_DN122945_c0_g1	TRINITY_DN125370_c0_g1
TRINITY_DN122950_c0_g1	TRINITY_DN125383_c0_g1
TRINITY_DN122951_c0_g1	TRINITY_DN125384_c0_g1
TRINITY_DN122961_c0_g1	TRINITY_DN125386_c0_g1
TRINITY_DN123023_c0_g1	TRINITY_DN125412_c0_g1
TRINITY_DN123045_c0_g1	TRINITY_DN125414_c0_g1
TRINITY_DN123051_c0_g1	TRINITY_DN125493_c0_g1
TRINITY_DN123053_c0_g1	TRINITY_DN125553_c0_g1
TRINITY_DN123056_c0_g1	TRINITY_DN125622_c0_g1
TRINITY_DN123057_c0_g1	TRINITY_DN125625_c0_g1
TRINITY_DN123059_c0_g1	TRINITY_DN125649_c0_g1
TRINITY_DN123069_c0_g1	TRINITY_DN125700_c0_g1
TRINITY_DN123091_c0_g1	TRINITY_DN125723_c0_g1
TRINITY_DN123092_c0_g1	TRINITY_DN125727_c0_g1
TRINITY_DN123112_c0_g1	TRINITY_DN125730_c0_g1
TRINITY_DN123135_c0_g1	TRINITY_DN125733_c0_g1
TRINITY_DN123174_c0_g1	TRINITY_DN125759_c0_g1
TRINITY_DN123281_c0_g1	TRINITY_DN125768_c0_g1
TRINITY_DN123362_c0_g1	TRINITY_DN125770_c0_g1
TRINITY_DN123414_c0_g1	TRINITY_DN125809_c0_g1
TRINITY_DN123453_c0_g1	TRINITY_DN125818_c0_g1
TRINITY_DN123477_c0_g1	TRINITY_DN125825_c0_g1
TRINITY_DN123606_c0_g1	TRINITY_DN125838_c0_g1
TRINITY_DN12363_c1_g1	TRINITY_DN125854_c0_g1
TRINITY_DN123640_c0_g1	TRINITY_DN125859_c0_g1
TRINITY_DN123702_c0_g1	TRINITY_DN125905_c0_g1
TRINITY_DN123712_c0_g1	TRINITY_DN125959_c0_g1
TRINITY_DN123714_c0_g1	TRINITY_DN125973_c0_g1
TRINITY_DN123762_c0_g1	TRINITY_DN125983_c0_g1
TRINITY_DN123774_c0_g1	TRINITY_DN125987_c0_g1
TRINITY_DN123802_c0_g1	TRINITY_DN126017_c0_g1
TRINITY_DN123827_c0_g1	TRINITY_DN126091_c0_g1
TRINITY_DN123830_c0_g1	TRINITY_DN126095_c0_g1
TRINITY_DN123831_c0_g1	TRINITY_DN126118_c0_g1
TRINITY_DN123843_c0_g1	TRINITY_DN126126_c0_g1
TRINITY_DN123865_c0_g1	TRINITY_DN126134_c0_g1
TRINITY_DN12387_c0_g3	TRINITY_DN126165_c0_g1
TRINITY_DN123885_c0_g1	TRINITY_DN126218_c0_g1
TRINITY_DN123891_c0_g1	TRINITY_DN126220_c0_g1
TRINITY_DN123920_c0_g1	TRINITY_DN126271_c0_g1
TRINITY_DN123941_c0_g1	TRINITY_DN126272_c0_g1
TRINITY_DN123942_c0_g1	TRINITY_DN126291_c0_g1
TRINITY_DN123969_c0_g1	TRINITY_DN126302_c0_g1
TRINITY_DN123970_c0_g1	TRINITY_DN12630_c0_g2
TRINITY_DN123974_c0_g1	TRINITY_DN126335_c0_g1
TRINITY_DN123990_c0_g1	TRINITY_DN126358_c0_g1
TRINITY_DN123996_c0_g1	TRINITY_DN126376_c0_g1
TRINITY_DN123_c0_g2	TRINITY_DN126399_c0_g1
TRINITY_DN124004_c0_g1	TRINITY_DN126404_c0_g1
TRINITY_DN124018_c0_g1	TRINITY_DN126421_c0_g1
TRINITY_DN124019_c0_g1	TRINITY_DN126445_c0_g1
TRINITY_DN124067_c0_g1	TRINITY_DN126459_c0_g1
TRINITY_DN124088_c0_g1	TRINITY_DN126501_c0_g1
TRINITY_DN124096_c0_g1	TRINITY_DN126527_c0_g1
TRINITY_DN124132_c0_g1	TRINITY_DN126545_c0_g1
TRINITY_DN124137_c0_g1	TRINITY_DN126627_c0_g1
TRINITY_DN124138_c0_g1	TRINITY_DN126651_c0_g1
TRINITY_DN124140_c0_g1	TRINITY_DN126664_c0_g1
TRINITY_DN124155_c0_g1	TRINITY_DN126745_c0_g1
TRINITY_DN124156_c0_g1	TRINITY_DN126766_c0_g1
TRINITY_DN124160_c0_g1	TRINITY_DN126771_c0_g1
TRINITY_DN124169_c0_g1	TRINITY_DN126781_c0_g1
TRINITY_DN124174_c0_g1	TRINITY_DN126790_c0_g1
TRINITY_DN124204_c0_g1	TRINITY_DN12679_c0_g2
TRINITY_DN12420_c1_g1	TRINITY_DN126882_c0_g1
TRINITY_DN124224_c0_g1	TRINITY_DN126889_c0_g1
TRINITY_DN124237_c0_g1	TRINITY_DN127081_c0_g1
TRINITY_DN124255_c0_g1	TRINITY_DN127083_c0_g1
TRINITY_DN124280_c0_g1	TRINITY_DN127094_c0_g1
TRINITY_DN124299_c0_g1	TRINITY_DN127106_c0_g1
TRINITY_DN124302_c0_g1	TRINITY_DN127119_c0_g1
TRINITY_DN124306_c0_g1	TRINITY_DN127174_c0_g1
TRINITY_DN124315_c0_g1	TRINITY_DN12718_c2_g1
TRINITY_DN124356_c0_g1	TRINITY_DN127199_c0_g1
TRINITY_DN124363_c0_g1	TRINITY_DN1271_c3_g1
TRINITY_DN124454_c0_g1	TRINITY_DN127201_c0_g1
TRINITY_DN124667_c0_g1	TRINITY_DN127280_c0_g1
TRINITY_DN124803_c0_g1	TRINITY_DN127312_c0_g1
TRINITY_DN124891_c0_g1	TRINITY_DN127353_c0_g1
TRINITY_DN125055_c0_g1	TRINITY_DN127365_c0_g1
TRINITY_DN125143_c0_g1	TRINITY_DN127378_c0_g1
TRINITY_DN125156_c0_g1	TRINITY_DN127395_c0_g1
TRINITY_DN125324_c0_g1	TRINITY_DN127460_c0_g1
TRINITY_DN125367_c0_g1	TRINITY_DN127480_c0_g1
TRINITY_DN125409_c0_g1	TRINITY_DN127508_c0_g1
TRINITY_DN125417_c0_g1	TRINITY_DN127510_c0_g1
TRINITY_DN125437_c0_g1	TRINITY_DN127550_c0_g1
TRINITY_DN125440_c0_g1	TRINITY_DN127586_c0_g1
TRINITY_DN125455_c0_g1	TRINITY_DN127618_c0_g1
TRINITY_DN125462_c0_g1	TRINITY_DN127662_c0_g1
TRINITY_DN125490_c0_g1	TRINITY_DN127672_c0_g1
TRINITY_DN125604_c0_g1	TRINITY_DN127683_c0_g1
TRINITY_DN125713_c0_g1	TRINITY_DN127713_c0_g1
TRINITY_DN125756_c0_g1	TRINITY_DN127715_c0_g1
TRINITY_DN125781_c0_g1	TRINITY_DN127721_c0_g1
TRINITY_DN125794_c0_g1	TRINITY_DN127753_c0_g1
TRINITY_DN125800_c0_g1	TRINITY_DN127767_c0_g1
TRINITY_DN125851_c0_g1	TRINITY_DN127771_c0_g1
TRINITY_DN125860_c0_g1	TRINITY_DN127779_c0_g1
TRINITY_DN125939_c0_g1	TRINITY_DN127783_c0_g1
TRINITY_DN125944_c0_g1	TRINITY_DN127787_c0_g1
TRINITY_DN126083_c0_g1	TRINITY_DN127806_c0_g1
TRINITY_DN126296_c0_g1	TRINITY_DN127843_c0_g1
TRINITY_DN126374_c0_g1	TRINITY_DN127863_c0_g1
TRINITY_DN126384_c0_g1	TRINITY_DN12787_c0_g2
TRINITY_DN126386_c0_g1	TRINITY_DN127882_c0_g1
TRINITY_DN12640_c1_g1	TRINITY_DN1278_c1_g2
TRINITY_DN126507_c0_g1	TRINITY_DN127913_c0_g1
TRINITY_DN126546_c0_g1	TRINITY_DN12793_c4_g1
TRINITY_DN126763_c0_g1	TRINITY_DN127975_c0_g1
TRINITY_DN126785_c0_g1	TRINITY_DN127997_c0_g1
TRINITY_DN126794_c0_g1	TRINITY_DN12803_c6_g1
TRINITY_DN126915_c0_g1	TRINITY_DN128067_c0_g1
TRINITY_DN127062_c0_g1	TRINITY_DN128081_c0_g1
TRINITY_DN127195_c0_g1	TRINITY_DN128093_c0_g1
TRINITY_DN127305_c0_g1	TRINITY_DN128095_c0_g1
TRINITY_DN127343_c0_g1	TRINITY_DN128105_c0_g1
TRINITY_DN127423_c0_g1	TRINITY_DN128136_c0_g1
TRINITY_DN127471_c0_g1	TRINITY_DN128138_c0_g1
TRINITY_DN127492_c0_g1	TRINITY_DN128148_c0_g1
TRINITY_DN127494_c0_g1	TRINITY_DN128170_c0_g1
TRINITY_DN127515_c0_g1	TRINITY_DN128181_c0_g1
TRINITY_DN127581_c0_g1	TRINITY_DN128189_c0_g1
TRINITY_DN127697_c0_g1	TRINITY_DN128211_c0_g1
TRINITY_DN127726_c0_g1	TRINITY_DN128221_c0_g1
TRINITY_DN127780_c0_g1	TRINITY_DN128222_c0_g1
TRINITY_DN127907_c0_g1	TRINITY_DN128244_c0_g1
TRINITY_DN128274_c0_g1	TRINITY_DN128267_c0_g1
TRINITY_DN128324_c0_g1	TRINITY_DN128310_c0_g1
TRINITY_DN12868_c0_g1	TRINITY_DN128313_c0_g1
TRINITY_DN128799_c0_g1	TRINITY_DN128316_c0_g1
TRINITY_DN129161_c0_g1	TRINITY_DN128338_c0_g1
TRINITY_DN129703_c0_g1	TRINITY_DN128346_c0_g1
TRINITY_DN129716_c0_g1	TRINITY_DN128360_c0_g1
TRINITY_DN129722_c0_g1	TRINITY_DN128383_c0_g1
TRINITY_DN130046_c0_g1	TRINITY_DN128400_c0_g1
TRINITY_DN130320_c0_g1	TRINITY_DN128424_c0_g1
TRINITY_DN130686_c0_g1	TRINITY_DN128476_c0_g1
TRINITY_DN130689_c0_g1	TRINITY_DN128521_c0_g1
TRINITY_DN130763_c0_g1	TRINITY_DN128523_c0_g1
TRINITY_DN130877_c0_g1	TRINITY_DN128543_c0_g1
TRINITY_DN130917_c0_g1	TRINITY_DN128723_c0_g1
TRINITY_DN13098_c1_g5	TRINITY_DN128732_c0_g1
TRINITY_DN131075_c0_g1	TRINITY_DN128761_c0_g1
TRINITY_DN131125_c0_g1	TRINITY_DN129122_c0_g1
TRINITY_DN131159_c0_g1	TRINITY_DN13044_c0_g3
TRINITY_DN131225_c0_g1	TRINITY_DN130943_c0_g1
TRINITY_DN131272_c0_g1	TRINITY_DN130946_c0_g1
TRINITY_DN131411_c0_g1	TRINITY_DN13097_c1_g1
TRINITY_DN131466_c0_g1	TRINITY_DN13098_c0_g1
TRINITY_DN131555_c0_g1	TRINITY_DN131006_c0_g1
TRINITY_DN131585_c0_g1	TRINITY_DN131046_c0_g1
TRINITY_DN131637_c0_g1	TRINITY_DN131068_c0_g1
TRINITY_DN131669_c0_g1	TRINITY_DN131148_c0_g1
TRINITY_DN131685_c0_g1	TRINITY_DN131224_c0_g1
TRINITY_DN131829_c0_g1	TRINITY_DN131250_c0_g1
TRINITY_DN131854_c0_g1	TRINITY_DN131278_c0_g1
TRINITY_DN131935_c0_g1	TRINITY_DN131332_c0_g1
TRINITY_DN131950_c0_g1	TRINITY_DN131376_c0_g1
TRINITY_DN131973_c0_g1	TRINITY_DN131447_c0_g1
TRINITY_DN132013_c0_g1	TRINITY_DN131529_c0_g1
TRINITY_DN132016_c0_g1	TRINITY_DN13152_c1_g1
TRINITY_DN132086_c0_g1	TRINITY_DN13158_c0_g2
TRINITY_DN132187_c0_g1	TRINITY_DN131594_c0_g1
TRINITY_DN132354_c0_g1	TRINITY_DN131603_c0_g1
TRINITY_DN132464_c0_g1	TRINITY_DN13160_c0_g1
TRINITY_DN132545_c0_g1	TRINITY_DN131622_c0_g1
TRINITY_DN132604_c0_g1	TRINITY_DN131660_c0_g1
TRINITY_DN132613_c0_g1	TRINITY_DN131671_c0_g1
TRINITY_DN13262_c0_g1	TRINITY_DN131700_c0_g1
TRINITY_DN132681_c0_g1	TRINITY_DN131710_c0_g1
TRINITY_DN132765_c0_g1	TRINITY_DN131712_c0_g1
TRINITY_DN132768_c0_g1	TRINITY_DN131773_c0_g1
TRINITY_DN132780_c0_g1	TRINITY_DN131787_c0_g1
TRINITY_DN132783_c0_g1	TRINITY_DN131800_c0_g1
TRINITY_DN132798_c0_g1	TRINITY_DN131801_c0_g1
TRINITY_DN132814_c0_g1	TRINITY_DN131815_c0_g1
TRINITY_DN132857_c0_g1	TRINITY_DN131816_c0_g1
TRINITY_DN132864_c0_g1	TRINITY_DN131819_c0_g1
TRINITY_DN132866_c0_g1	TRINITY_DN131856_c0_g1
TRINITY_DN132871_c0_g1	TRINITY_DN131860_c0_g1
TRINITY_DN132877_c0_g1	TRINITY_DN131902_c0_g1
TRINITY_DN132884_c0_g1	TRINITY_DN131921_c0_g1
TRINITY_DN132902_c0_g1	TRINITY_DN131929_c0_g1
TRINITY_DN132914_c0_g1	TRINITY_DN131965_c0_g1
TRINITY_DN132916_c0_g1	TRINITY_DN132012_c0_g1
TRINITY_DN132983_c0_g1	TRINITY_DN132078_c0_g1
TRINITY_DN132994_c0_g1	TRINITY_DN132079_c0_g1
TRINITY_DN133120_c0_g1	TRINITY_DN132087_c0_g1
TRINITY_DN133922_c0_g1	TRINITY_DN132123_c0_g1
TRINITY_DN134029_c0_g1	TRINITY_DN132160_c0_g1
TRINITY_DN134105_c0_g1	TRINITY_DN132236_c0_g1
TRINITY_DN134479_c0_g1	TRINITY_DN132275_c0_g1
TRINITY_DN134513_c0_g1	TRINITY_DN132372_c0_g1
TRINITY_DN134576_c0_g1	TRINITY_DN132413_c0_g1
TRINITY_DN134736_c0_g1	TRINITY_DN132414_c0_g1
TRINITY_DN134759_c0_g1	TRINITY_DN132488_c0_g1
TRINITY_DN134766_c0_g1	TRINITY_DN13248_c0_g2
TRINITY_DN134767_c0_g1	TRINITY_DN13250_c0_g2
TRINITY_DN134790_c0_g1	TRINITY_DN132512_c0_g1
TRINITY_DN135050_c0_g1	TRINITY_DN132540_c0_g1
TRINITY_DN135123_c0_g1	TRINITY_DN132541_c0_g1
TRINITY_DN135125_c0_g1	TRINITY_DN132563_c0_g1
TRINITY_DN135141_c0_g1	TRINITY_DN132585_c0_g1
TRINITY_DN13515_c0_g3	TRINITY_DN1325_c0_g2
TRINITY_DN135224_c0_g1	TRINITY_DN132631_c0_g1
TRINITY_DN135266_c0_g1	TRINITY_DN132663_c0_g1
TRINITY_DN135354_c0_g1	TRINITY_DN132670_c0_g1
TRINITY_DN135392_c0_g1	TRINITY_DN132749_c0_g1
TRINITY_DN135427_c0_g1	TRINITY_DN132921_c0_g1
TRINITY_DN135513_c0_g1	TRINITY_DN132925_c0_g1
TRINITY_DN135514_c0_g1	TRINITY_DN132934_c0_g1
TRINITY_DN135529_c0_g1	TRINITY_DN132935_c0_g1
TRINITY_DN135563_c0_g1	TRINITY_DN132967_c0_g1
TRINITY_DN135655_c0_g1	TRINITY_DN13296_c0_g1
TRINITY_DN1356_c0_g2	TRINITY_DN13296_c1_g2
TRINITY_DN135707_c0_g1	TRINITY_DN13300_c0_g4
TRINITY_DN135731_c0_g1	TRINITY_DN133015_c0_g1
TRINITY_DN135868_c0_g1	TRINITY_DN133032_c0_g1
TRINITY_DN135907_c0_g1	TRINITY_DN133047_c0_g1
TRINITY_DN135919_c0_g1	TRINITY_DN13309_c1_g1
TRINITY_DN136298_c0_g1	TRINITY_DN133138_c0_g1
TRINITY_DN136548_c0_g1	TRINITY_DN133590_c0_g1
TRINITY_DN136730_c0_g1	TRINITY_DN133697_c0_g1
TRINITY_DN136868_c0_g1	TRINITY_DN133909_c0_g1
TRINITY_DN136871_c0_g1	TRINITY_DN133945_c0_g1
TRINITY_DN136908_c0_g1	TRINITY_DN134098_c0_g1
TRINITY_DN137179_c0_g1	TRINITY_DN13440_c1_g1
TRINITY_DN137307_c0_g1	TRINITY_DN134511_c0_g1
TRINITY_DN137484_c0_g1	TRINITY_DN134642_c0_g1
TRINITY_DN137686_c0_g1	TRINITY_DN134704_c0_g1
TRINITY_DN137847_c0_g1	TRINITY_DN134824_c0_g1
TRINITY_DN138013_c0_g1	TRINITY_DN13508_c0_g2
TRINITY_DN138143_c0_g1	TRINITY_DN135283_c0_g1
TRINITY_DN138161_c0_g1	TRINITY_DN135365_c0_g1
TRINITY_DN138697_c0_g1	TRINITY_DN135402_c0_g1
TRINITY_DN139116_c0_g1	TRINITY_DN13574_c1_g2
TRINITY_DN139155_c0_g1	TRINITY_DN136441_c0_g1
TRINITY_DN139224_c0_g1	TRINITY_DN137386_c0_g1
TRINITY_DN139319_c0_g1	TRINITY_DN137441_c0_g1
TRINITY_DN139373_c0_g1	TRINITY_DN137462_c0_g1
TRINITY_DN139382_c0_g1	TRINITY_DN137514_c0_g1
TRINITY_DN139388_c0_g1	TRINITY_DN13755_c0_g1
TRINITY_DN139463_c0_g1	TRINITY_DN137569_c0_g1
TRINITY_DN139464_c0_g1	TRINITY_DN137612_c0_g1
TRINITY_DN139473_c0_g1	TRINITY_DN137650_c0_g1
TRINITY_DN139676_c0_g1	TRINITY_DN137705_c0_g1
TRINITY_DN139684_c0_g1	TRINITY_DN137715_c0_g1
TRINITY_DN139776_c0_g1	TRINITY_DN137722_c0_g1
TRINITY_DN139779_c0_g1	TRINITY_DN137725_c0_g1
TRINITY_DN140010_c0_g1	TRINITY_DN137793_c0_g1
TRINITY_DN140011_c0_g1	TRINITY_DN137924_c0_g1
TRINITY_DN140040_c0_g1	TRINITY_DN137958_c0_g1
TRINITY_DN140041_c0_g1	TRINITY_DN13795_c1_g1
TRINITY_DN140062_c0_g1	TRINITY_DN138040_c0_g1
TRINITY_DN140103_c0_g1	TRINITY_DN138220_c0_g1
TRINITY_DN140116_c0_g1	TRINITY_DN138252_c0_g1
TRINITY_DN140236_c0_g1	TRINITY_DN13825_c0_g1
TRINITY_DN140248_c0_g1	TRINITY_DN138373_c0_g1
TRINITY_DN140255_c0_g1	TRINITY_DN138484_c0_g1
TRINITY_DN140262_c0_g1	TRINITY_DN138566_c0_g1
TRINITY_DN140287_c0_g1	TRINITY_DN138707_c0_g1
TRINITY_DN14034_c0_g1	TRINITY_DN13870_c0_g2
TRINITY_DN140357_c0_g1	TRINITY_DN138752_c0_g1
TRINITY_DN140638_c0_g1	TRINITY_DN138784_c0_g1
TRINITY_DN140683_c0_g1	TRINITY_DN138808_c0_g1
TRINITY_DN140696_c0_g1	TRINITY_DN138918_c0_g1
TRINITY_DN140817_c0_g1	TRINITY_DN138940_c0_g1
TRINITY_DN140955_c0_g1	TRINITY_DN138964_c0_g1
TRINITY_DN141083_c0_g1	TRINITY_DN138974_c0_g1
TRINITY_DN141207_c0_g1	TRINITY_DN138983_c0_g1
TRINITY_DN141224_c0_g1	TRINITY_DN139002_c0_g1
TRINITY_DN141230_c0_g1	TRINITY_DN139056_c0_g1
TRINITY_DN141258_c0_g1	TRINITY_DN139079_c0_g1
TRINITY_DN141270_c0_g1	TRINITY_DN139113_c0_g1
TRINITY_DN141284_c0_g1	TRINITY_DN139125_c0_g1
TRINITY_DN141286_c0_g1	TRINITY_DN139173_c0_g1
TRINITY_DN141308_c0_g1	TRINITY_DN139176_c0_g1
TRINITY_DN141364_c0_g1	TRINITY_DN139181_c0_g1
TRINITY_DN141372_c0_g1	TRINITY_DN139215_c0_g1
TRINITY_DN141387_c0_g1	TRINITY_DN139252_c0_g1
TRINITY_DN141396_c0_g1	TRINITY_DN139276_c0_g1
TRINITY_DN141430_c0_g1	TRINITY_DN139435_c0_g1
TRINITY_DN141432_c0_g1	TRINITY_DN139480_c0_g1
TRINITY_DN141448_c0_g1	TRINITY_DN139560_c0_g1
TRINITY_DN141496_c0_g1	TRINITY_DN139585_c0_g1
TRINITY_DN141554_c0_g1	TRINITY_DN139594_c0_g1
TRINITY_DN141563_c0_g1	TRINITY_DN139696_c0_g1
TRINITY_DN141575_c0_g1	TRINITY_DN139954_c0_g1
TRINITY_DN141638_c0_g1	TRINITY_DN139991_c0_g1
TRINITY_DN141682_c0_g1	TRINITY_DN140335_c0_g1
TRINITY_DN141744_c0_g1	TRINITY_DN140352_c0_g1
TRINITY_DN141751_c0_g1	TRINITY_DN140356_c0_g1
TRINITY_DN141770_c0_g1	TRINITY_DN140486_c0_g1
TRINITY_DN141815_c0_g1	TRINITY_DN140516_c0_g1
